wordID,docIDs,frequencies,hitlists
391,13,1,"0, 885"
392,13,1,"0, 886"
393,13;16,1;1,"0, 900;0, 808"
394,13,1,"0, 904"
395,13,1,"0, 905"
396,13,1,"0, 906"
397,13,1,"0, 910"
398,13,1,"0, 920"
399,13;16,1;1,"0, 923;0, 685"
400,13,1,"0, 929"
401,13;19,1;1,"0, 933;0, 2221"
402,13,1,"0, 934"
403,13,1,"0, 940"
404,13,1,"0, 943"
405,13,1,"0, 947"
406,13,1,"0, 950"
407,13,1,"0, 953"
408,13,1,"0, 962"
409,13,1,"0, 967"
410,13,1,"0, 969"
411,13,1,"0, 971"
412,13,2,"0, 979|0, 984"
413,13,1,"0, 981"
414,13,1,"0, 993"
415,13,1,"0, 994"
416,13,1,"0, 998"
417,13,1,"0, 1001"
418,13,1,"0, 1007"
419,13,1,"0, 1009"
420,13,1,"0, 1010"
421,13,1,"0, 1013"
422,13,1,"0, 1020"
423,13,1,"0, 1021"
424,13,1,"0, 1027"
425,13;16,1;1,"0, 1030;0, 1447"
426,13,1,"0, 1035"
427,13,1,"0, 1037"
428,13,1,"0, 1041"
429,13,1,"0, 1046"
430,13,1,"0, 1048"
431,13,1,"0, 1050"
432,13,1,"0, 1059"
433,13,1,"0, 1060"
434,13,1,"0, 1063"
435,13,1,"0, 1064"
436,13,1,"0, 1067"
437,13;17,1;1,"0, 1071;0, 87"
438,13,1,"0, 1075"
439,13,1,"0, 1081"
440,13,1,"0, 1084"
441,13,1,"0, 1085"
442,13,1,"0, 1087"
443,13,1,"0, 1088"
444,13,1,"0, 1090"
445,13,1,"0, 1092"
446,13,1,"0, 1094"
447,13,1,"0, 1096"
448,13,1,"0, 1103"
449,13;17,1;2,"0, 1106;3, 3|0, 28"
450,13,1,"0, 1107"
451,13,1,"0, 1111"
452,13,1,"0, 1114"
453,13;16,1;1,"0, 1118;0, 1030"
454,13;16,1;1,"0, 1122;0, 541"
455,13,1,"0, 1126"
456,13,1,"0, 1133"
457,13,1,"0, 1134"
458,13,1,"0, 1138"
459,13,1,"0, 1142"
460,13,1,"0, 1149"
461,13,1,"0, 1161"
462,13,1,"0, 1164"
463,13,1,"0, 1165"
464,13,1,"0, 1170"
465,13,1,"0, 1174"
466,13,1,"0, 1176"
467,13,1,"0, 1180"
468,13,1,"0, 1182"
469,13;19,1;1,"0, 1183;0, 2304"
470,13,1,"0, 1220"
471,13,1,"0, 1223"
472,13,1,"0, 1225"
473,13,1,"1, 1"
474,13,1,"1, 3"
475,14,3,"3, 6|0, 479|0, 644"
476,14,13,"0, 2|0, 21|0, 65|0, 99|0, 125|0, 142|0, 182|0, 209|0, 294|0, 331|0, 390|0, 542|0, 589"
477,14,1,"0, 10"
478,14,1,"0, 18"
479,14,2,"0, 19|0, 93"
480,14,1,"0, 28"
481,14,1,"0, 33"
482,14,1,"0, 36"
483,14,1,"0, 39"
484,14,1,"0, 45"
485,14,1,"0, 82"
486,14;15,1;1,"0, 87;0, 348"
487,14,1,"0, 102"
488,14,1,"0, 130"
489,14,3,"0, 139|0, 387|0, 473"
490,14,1,"0, 145"
491,14,3,"0, 179|0, 262|0, 536"
492,14,1,"0, 185"
493,14,2,"0, 186|0, 254"
494,14,1,"0, 200"
495,14,1,"0, 203"
496,14,2,"0, 227|0, 547"
497,14,1,"0, 229"
498,14;19,2;1,"0, 241|0, 569;0, 1634"
499,14,2,"0, 245|0, 552"
500,14;19,2;2,"0, 307|0, 418;0, 2070|0, 2086"
501,14,1,"0, 311"
502,14;15,1;1,"0, 317;0, 31"
503,14,1,"0, 324"
504,14,2,"0, 335|0, 525"
505,14,1,"0, 342"
506,14,1,"0, 344"
507,14,1,"0, 367"
508,14,1,"0, 368"
509,14,3,"0, 371|0, 421|0, 461"
510,14,1,"0, 373"
511,14,1,"0, 374"
512,14,1,"0, 375"
513,14,1,"0, 377"
514,14,1,"0, 378"
515,14,1,"0, 380"
516,14;19,2;1,"0, 384|0, 577;0, 680"
517,14,1,"0, 391"
518,14,1,"0, 400"
519,14,1,"0, 401"
520,14,1,"0, 413"
521,14;18,1;1,"0, 415;0, 403"
522,14;19,1;1,"0, 432;0, 169"
523,14,4,"0, 441|0, 508|0, 528|0, 621"
524,14,1,"0, 459"
525,14,1,"0, 467"
526,14,1,"0, 477"
527,14,2,"0, 491|0, 823"
528,14;15,1;1,"0, 514;0, 471"
529,14,1,"0, 529"
530,14,1,"0, 585"
531,14,1,"0, 633"
532,14,1,"0, 639"
533,14,1,"0, 653"
534,14,1,"0, 696"
535,14,1,"0, 700"
536,14,1,"0, 705"
537,14,1,"0, 709"
538,14,1,"0, 712"
539,14,1,"0, 713"
540,14;19,2;2,"0, 723|0, 730;0, 625|0, 1833"
541,14,1,"0, 736"
542,14,1,"0, 739"
543,14,1,"0, 747"
544,14,1,"0, 751"
545,14,1,"0, 759"
546,14,2,"0, 766|0, 772"
547,14,1,"0, 783"
548,14,1,"0, 787"
549,14,1,"0, 794"
550,14,1,"0, 807"
551,14,1,"0, 812"
552,14,1,"0, 815"
553,14,1,"2, 7"
554,14,1,"1, 1"
555,14,1,"1, 2"
556,15,1,"3, 1"
557,15,3,"0, 4|0, 274|0, 351"
558,15,2,"0, 14|0, 428"
559,15,4,"0, 15|0, 289|0, 401|0, 429"
560,15;16;19,6;1;1,"0, 19|0, 83|0, 97|0, 432|0, 480|0, 655;0, 1128;0, 662"
561,15,1,"0, 51"
562,15,1,"0, 60"
563,15,1,"0, 61"
564,15,1,"0, 69"
565,15;16,1;1,"0, 93;0, 170"
566,15,1,"0, 122"
567,15,1,"0, 124"
568,15,1,"0, 128"
569,15,1,"0, 129"
570,15,1,"0, 131"
571,15,1,"0, 153"
572,15,1,"0, 167"
573,15,2,"0, 171|0, 213"
574,15,3,"0, 173|0, 209|0, 279"
575,15,1,"0, 204"
576,15,1,"0, 205"
577,15,1,"0, 222"
578,15,1,"0, 241"
579,15,1,"0, 252"
580,15,1,"0, 271"
581,15,1,"0, 296"
582,15,1,"0, 307"
583,15,1,"0, 311"
584,15,1,"0, 316"
585,15,3,"0, 325|0, 329|0, 365"
586,15,3,"0, 328|0, 449|0, 525"
587,15,1,"0, 334"
588,15,1,"0, 335"
589,15,1,"0, 342"
590,15,1,"0, 354"
591,15,1,"0, 366"
592,15,1,"0, 379"
593,15,1,"0, 406"
594,15,1,"0, 412"
595,15;19,1;1,"0, 422;0, 1720"
596,15,1,"0, 441"
597,15,1,"0, 484"
598,15,1,"0, 489"
599,15;16,1;1,"0, 515;0, 1298"
600,15,1,"0, 526"
601,15;19,1;1,"0, 531;0, 1111"
602,15,1,"0, 533"
603,15,1,"0, 579"
604,15;19,1;2,"0, 592;0, 1573|0, 1598"
605,15;16,1;1,"0, 599;0, 1504"
606,15,1,"0, 603"
607,15,1,"0, 625"
608,15,1,"0, 633"
609,15,1,"0, 644"
610,15,1,"0, 647"
611,15,1,"0, 649"
612,15,1,"0, 652"
613,15,1,"2, 1"
614,15,1,"1, 2"
615,16;19,29;2,"3, 8|0, 151|0, 163|0, 198|0, 230|0, 267|0, 290|0, 311|0, 338|0, 348|0, 368|0, 423|0, 439|0, 473|0, 557|0, 598|0, 630|0, 638|0, 659|0, 678|0, 923|0, 967|0, 986|0, 1043|0, 1166|0, 1390|0, 1409|0, 1424|0, 1582;0, 467|0, 1692"
616,16,1,"0, 0"
617,16,2,"0, 2|0, 50"
618,16,4,"0, 28|0, 1180|0, 1379|0, 1573"
619,16,3,"0, 80|0, 123|0, 1144"
620,16;19,2;1,"0, 109|0, 569;0, 155"
621,16,1,"0, 113"
622,16,8,"0, 129|0, 416|0, 717|0, 912|0, 943|0, 1013|0, 1226|0, 1403"
623,16,1,"0, 173"
624,16,1,"0, 177"
625,16,1,"0, 182"
626,16,1,"0, 184"
627,16,1,"0, 188"
628,16,2,"0, 204|0, 236"
629,16,5,"0, 248|0, 1262|0, 1273|0, 1328|0, 1540"
630,16,1,"0, 305"
631,16,1,"0, 309"
632,16,1,"0, 324"
633,16,1,"0, 352"
634,16,1,"0, 362"
635,16,1,"0, 374"
636,16;17,2;1,"0, 415|0, 815;0, 72"
637,16,1,"0, 427"
638,16,1,"0, 431"
639,16,1,"0, 437"
640,16,1,"0, 526"
641,16,1,"0, 529"
642,16,1,"0, 544"
643,16,1,"0, 635"
644,16;19,1;1,"0, 651;0, 569"
645,16;19,5;1,"0, 682|0, 914|0, 951|0, 975|0, 1015;0, 216"
646,16,1,"0, 694"
647,16,2,"0, 698|0, 749"
648,16,1,"0, 701"
649,16,2,"0, 703|0, 724"
650,16,1,"0, 704"
651,16,1,"0, 710"
652,16,1,"0, 720"
653,16,1,"0, 726"
654,16,2,"0, 732|0, 936"
655,16,3,"0, 733|0, 814|0, 937"
656,16;19,1;1,"0, 739;0, 56"
657,16,1,"0, 740"
658,16,1,"0, 741"
659,16,1,"0, 754"
660,16,1,"0, 762"
661,16;19,1;6,"0, 763;0, 1115|0, 1120|0, 1513|0, 1550|0, 1661|0, 1708"
662,16,2,"0, 771|0, 1396"
663,16,3,"0, 772|0, 853|0, 892"
664,16,8,"0, 781|0, 796|0, 835|0, 871|0, 875|0, 1069|0, 1084|0, 1092"
665,16,2,"0, 795|0, 834"
666,16,1,"0, 803"
667,16,1,"0, 805"
668,16,1,"0, 812"
669,16,1,"0, 818"
670,16,1,"0, 928"
671,16,1,"0, 930"
672,16,1,"0, 932"
673,16,1,"0, 935"
674,16,1,"0, 964"
675,16,1,"0, 983"
676,16,1,"0, 997"
677,16,1,"0, 1001"
678,16,1,"0, 1007"
679,16,1,"0, 1075"
680,16,1,"0, 1100"
681,16,1,"0, 1101"
682,16,1,"0, 1196"
683,16;18;19,1;2;1,"0, 1204;0, 186|0, 330;0, 149"
684,16,1,"0, 1236"
685,16,2,"0, 1315|0, 1339"
686,16,2,"0, 1321|0, 1345"
687,16;19,1;1,"0, 1407;0, 967"
688,16,1,"0, 1429"
689,16,1,"0, 1434"
690,16,1,"0, 1438"
691,16,1,"0, 1468"
692,16,1,"0, 1484"
693,16,1,"0, 1502"
694,16,2,"0, 1505|0, 1508"
695,16,1,"0, 1531"
696,16,1,"0, 1561"
697,16,1,"0, 1623"
698,16,1,"1, 1"
699,16,1,"1, 2"
700,17,2,"3, 0|0, 19"
701,17,2,"0, 1|0, 167"
702,17,2,"0, 2|0, 168"
703,17,2,"0, 4|0, 179"
704,17,3,"0, 6|0, 93|0, 159"
705,17,2,"0, 16|0, 73"
706,17,1,"0, 17"
707,17,4,"0, 21|0, 40|0, 90|0, 145"
708,17,1,"0, 31"
709,17,2,"0, 41|0, 140"
710,17,1,"0, 49"
711,17,1,"0, 51"
712,17;19,1;3,"0, 65;0, 139|0, 889|0, 1865"
713,17,1,"0, 72"
714,17,3,"0, 74|0, 78|0, 172"
715,17,1,"0, 76"
716,17,1,"0, 80"
717,17,1,"0, 81"
718,17,1,"0, 85"
719,17,2,"0, 97|0, 135"
720,17,1,"0, 101"
721,17,1,"0, 104"
722,17,1,"0, 108"
723,17,1,"0, 110"
724,17,1,"0, 111"
725,17,1,"0, 124"
726,17,2,"0, 131|0, 149"
727,17,1,"0, 139"
728,17,1,"0, 155"
729,17,1,"0, 164"
730,17,1,"0, 174"
731,17,1,"0, 186"
732,17,1,"0, 187"
733,17,1,"0, 195"
734,17,1,"0, 197"
735,17,1,"2, 6"
736,17,1,"2, 13"
737,17;19,1;1,"2, 16;0, 2236"
738,18,5,"3, 4|0, 4|0, 294|0, 525|0, 607"
739,18,3,"3, 5|0, 5|0, 295"
740,18,9,"3, 12|3, 32|0, 12|0, 32|0, 47|0, 86|0, 291|0, 452|0, 491"
741,18,3,"3, 22|0, 22|0, 383"
742,18,2,"0, 33|1, 1"
743,18,2,"0, 34|1, 2"
744,18,1,"0, 37"
745,18,1,"0, 42"
746,18,1,"0, 55"
747,18,1,"0, 67"
748,18,6,"0, 84|0, 93|0, 450|0, 489|0, 547|2, 11"
749,18,4,"0, 85|0, 94|0, 451|0, 490"
750,18,1,"0, 90"
751,18,1,"0, 122"
752,18,1,"0, 131"
753,18,2,"0, 139|0, 527"
754,18,1,"0, 141"
755,18,1,"0, 142"
756,18;19,3;1,"0, 144|0, 284|0, 522;0, 1778"
757,18,3,"0, 145|0, 285|0, 523"
758,18,1,"0, 154"
759,18,1,"0, 160"
760,18,2,"0, 170|0, 246"
761,18,2,"0, 179|0, 327"
762,18,1,"0, 258"
763,18,1,"0, 269"
764,18,1,"0, 307"
765,18,1,"0, 314"
766,18,1,"0, 378"
767,18,2,"0, 417|0, 596"
768,18,2,"0, 429|0, 484"
769,18,1,"0, 495"
770,18,1,"0, 502"
771,18,1,"0, 504"
772,18,1,"0, 509"
773,18,2,"0, 529|0, 568"
774,18,1,"0, 530"
775,18,1,"0, 549"
776,18,2,"0, 576|0, 592"
777,18,1,"0, 614"
778,18,1,"0, 621"
779,18,1,"0, 623"
780,18,1,"0, 635"
781,18,1,"0, 636"
782,18,1,"0, 639"
783,18,1,"0, 644"
784,19,7,"3, 6|0, 211|0, 410|0, 429|0, 1259|0, 1448|0, 1806"
785,19,44,"3, 7|0, 127|0, 170|0, 212|0, 411|0, 420|0, 430|0, 530|0, 544|0, 777|0, 816|0, 878|0, 905|0, 920|0, 1089|0, 1114|0, 1119|0, 1145|0, 1150|0, 1171|0, 1239|0, 1281|0, 1285|0, 1315|0, 1372|0, 1437|0, 1473|0, 1501|0, 1543|0, 1664|0, 1729|0, 1792|0, 1807|0, 1831|0, 1843|0, 1872|0, 1885|0, 1893|0, 2128|0, 2139|0, 2166|0, 2170|0, 2207|0, 2295"
786,19,1,"0, 5"
787,19,2,"0, 22|0, 741"
788,19,1,"0, 53"
789,19,1,"0, 54"
790,19,1,"0, 68"
791,19,2,"0, 71|0, 886"
792,19,2,"0, 85|0, 2124"
793,19,1,"0, 97"
794,19,1,"0, 101"
